title,rating,type,duration
Pyar Ke Do Pal,TV-14,Movie,153 min
The House Next Door,TV-MA,Movie,135 min
Muramba,TV-MA,Movie,128 min
Jaal,TV-14,Movie,162 min
Shikari,TV-14,Movie,163 min
Jab Harry Met Sejal,TV-MA,Movie,142 min
Monster Island,TV-Y7,Movie,81 min
Poster Boys,PG-13,Movie,128 min
Mubarakan,PG-13,Movie,153 min
Bandie,TV-PG,Movie,141 min
Baadshaho,TV-14,Movie,135 min
Lucknow Central,TV-14,Movie,144 min
Singapore,TV-PG,Movie,158 min
Aakhri Adaalat,TV-14,Movie,148 min
Chadi Jawani Budhe Nu,TV-PG,Movie,135 min
Ek Jaan Hain Hum,TV-14,Movie,151 min
Khoon Khoon,TV-14,Movie,132 min
Manoranjan,TV-14,Movie,162 min
Mujrim,TV-14,Movie,163 min
Sohni Mahiwal,TV-14,Movie,160 min
Baahubali 2: The Conclusion (Hindi Version),TV-MA,Movie,165 min
Baahubali: The Beginning (Hindi Version),TV-14,Movie,159 min
Aditi Mittal: Things They Wouldn't Let Me Say,TV-MA,Movie,63 min
Amrapali,TV-PG,Movie,116 min
Lal Patthar,TV-14,Movie,153 min
Liar's Dice,TV-MA,Movie,104 min
Professor,TV-PG,Movie,163 min
Yaar Gaddar,TV-14,Movie,148 min
Dangal,TV-PG,Movie,161 min
Kanavu Variyam,TV-PG,Movie,104 min
The Wishing Tree,TV-14,Movie,117 min
Aashik Awara,TV-14,Movie,154 min
Lens,TV-MA,Movie,109 min
Maya Memsaab,TV-14,Movie,122 min
Oh Darling Yeh Hai India,TV-14,Movie,154 min
Prince,TV-PG,Movie,152 min
Qila,TV-14,Movie,161 min
Rangoon,TV-14,Movie,153 min
Raees,TV-14,Movie,143 min
Chamatkar,TV-14,Movie,164 min
Kabhi Haan Kabhi Naa,TV-14,Movie,151 min
Ram Jaane,TV-14,Movie,142 min
Chaahat,TV-14,Movie,148 min
English Babu Desi Mem,TV-14,Movie,163 min
Loev,TV-MA,Movie,89 min
Dear Zindagi,TV-14,Movie,149 min
Elaan,TV-14,Movie,143 min
Killa,TV-14,Movie,107 min
Salaakhen,TV-14,Movie,134 min
Asoka,R,Movie,168 min
One 2 Ka 4,TV-14,Movie,160 min
Nila,TV-MA,Movie,94 min
Force 2,TV-14,Movie,123 min
Rocky Handsome,TV-MA,Movie,119 min
Dilwale,TV-PG,Movie,154 min
Happy New Year,TV-14,Movie,179 min
Haraamkhor,TV-14,Movie,93 min
Pink,TV-14,Movie,130 min
Autohead,TV-MA,Movie,97 min
Udta Punjab,TV-MA,Movie,146 min
1000 Rupee Note,TV-14,Movie,89 min
Interrogation,TV-MA,Movie,116 min
The Violin Player,TV-14,Movie,72 min
The Land of Cards,TV-14,Movie,113 min
Mumbai Cha Raja,TV-MA,Movie,77 min
Harud,TV-MA,Movie,100 min
Umrika,TV-MA,Movie,96 min
Brahman Naman,TV-MA,Movie,96 min
X: Past Is Present,TV-MA,Movie,105 min
706,TV-14,Movie,118 min
1920,TV-MA,Movie,143 min
15-Aug,TV-14,Movie,124 min
​Goli Soda 2,TV-14,Movie,128 min
​Maj Rati ​​Keteki,TV-14,Movie,117 min
​Mayurakshi,TV-14,Movie,100 min
21 Sarfarosh: Saragarhi 1897,TV-14,TV Show,1 Season
6-5=2,TV-MA,Movie,103 min
7 (Seven),TV-14,TV Show,1 Season
A Billion Colour Story,TV-14,Movie,104 min
A Flying Jatt,TV-14,Movie,142 min
A Scandall,TV-MA,Movie,108 min
A Wednesday,TV-MA,Movie,103 min
Aadu 2,TV-MA,Movie,150 min
Aajcha Divas Majha,TV-PG,Movie,126 min
Aarakshan,TV-14,Movie,164 min
Aashayein,TV-14,Movie,115 min
Aata Pita,TV-14,Movie,133 min
Abby Sen,TV-PG,Movie,127 min
Abhinetri,TV-14,Movie,131 min
Adrishya,TV-14,Movie,99 min
Agent Raghav,TV-14,TV Show,1 Season
Ahista Ahista,TV-14,Movie,122 min
Aisa Yeh Jahaan,TV-14,Movie,127 min
Aitraaz,TV-14,Movie,153 min
Alpha and Omega: The Legend of the Saw Tooth Cave,TV-Y7,Movie,45 min
Amar Akbar Anthony,TV-14,Movie,172 min
An American in Madras,TV-PG,Movie,80 min
Anarkali of Aarah,TV-MA,Movie,111 min
Angry Indian Goddesses,TV-MA,Movie,104 min
Anjaan: Rural Myths,TV-14,TV Show,1 Season
Anjaan: Special Crimes Unit,TV-14,TV Show,1 Season
Ankur Arora Murder Case,TV-14,Movie,127 min
Anwar,TV-14,Movie,134 min
Azhar,TV-14,Movie,129 min
B.A. Pass,TV-14,Movie,99 min
Bachelor Girls,TV-MA,Movie,61 min
Badalte Rishton Ki Dastaan,TV-14,TV Show,1 Season
Badha,TV-14,Movie,91 min
Barah Aana,TV-14,Movie,95 min
Barsaat,TV-PG,Movie,166 min
Bawarchi,TV-PG,Movie,125 min
Bazaar,TV-14,Movie,121 min
Beiimaan Love,TV-MA,Movie,115 min
Bewafaa,TV-PG,Movie,149 min
Beyond All Boundaries,TV-14,Movie,98 min
Beyond the Clouds,TV-14,Movie,120 min
Bh Se Bhade,TV-PG,TV Show,1 Season
Bhaage Re Mann,TV-14,TV Show,1 Season
Bhagam Bhag,TV-14,Movie,151 min
Bhool Bhulaiyaa,TV-14,Movie,148 min
Bhoot,TV-MA,Movie,114 min
Bhouri,TV-14,Movie,123 min
Bilu Rakkhosh,TV-MA,Movie,127 min
Bioscope,TV-14,Movie,131 min
Bittoo Boss,TV-14,Movie,117 min
Bobby,TV-14,Movie,168 min
Boom,TV-MA,Movie,79 min
Breaking Free,TV-MA,Movie,81 min
Calendar Girls,TV-14,Movie,126 min
Cappuccino,TV-PG,Movie,126 min
Catching the Sun,TV-14,Movie,74 min
Celluloid Man,TV-PG,Movie,156 min
Chaar Sahibzaade,TV-PG,Movie,126 min
Chal Dhar Pakad,TV-14,Movie,129 min
Chal Mere Bhai,TV-14,Movie,132 min
Chashme Buddoor,TV-PG,Movie,121 min
Chauthi Koot,TV-14,Movie,116 min
Chhota Bheem Kungfu Dhamaka,TV-Y7,Movie,112 min
Chicken Kokkachi,TV-14,Movie,113 min
Chittagong,NR,Movie,105 min
Chupke Chupke,TV-PG,Movie,127 min
Classic Legends,TV-PG,TV Show,1 Season
Coffee with D,TV-PG,Movie,120 min
Colkatay Columbus,TV-14,Movie,118 min
Colours of Passion,TV-14,Movie,114 min
Company,TV-MA,Movie,137 min
Contract,TV-14,Movie,116 min
CRD,TV-MA,Movie,110 min
Daagdi Chaawl,TV-14,Movie,118 min
Daffedar,TV-14,Movie,151 min
Dagh Ujala,TV-MA,Movie,103 min
Dark Chocolate (Bengali Version),TV-MA,Movie,91 min
Darna Mana Hai,TV-MA,Movie,116 min
Darr Sabko Lagta Hai,TV-MA,TV Show,1 Season
Darra,TV-14,Movie,121 min
Deadline: Sirf 24 Ghante,TV-14,Movie,97 min
Dear Dad,TV-14,Movie,83 min
Deewangee,TV-MA,Movie,156 min
Devlok with Devdutt Pattanaik,TV-PG,TV Show,1 Season
Devrai,TV-PG,Movie,123 min
Dhamaal,TV-14,Movie,128 min
Dil Hai Tumhaara,TV-14,Movie,176 min
Dum,TV-14,Movie,162 min
Eeda,TV-14,Movie,153 min
Eh Janam Tumhare Lekhe,TV-14,Movie,124 min
Ek Cup Chya,TV-PG,Movie,120 min
Ek Hasina Thi,TV-MA,Movie,134 min
Encounter: The Killing,TV-14,Movie,151 min
Ethirmarai,TV-14,Movie,91 min
Fakta Ladh Mhana,TV-14,Movie,150 min
Famous in Ahmedabad,TV-14,Movie,29 min
Fandry,NR,Movie,102 min
Fear Files... Har Mod Pe Darr,TV-MA,TV Show,1 Season
Fireflies,TV-MA,Movie,99 min
Gabru: Hip Hop Revolution,TV-14,TV Show,1 Season
Gangs of Hassepur,TV-PG,TV Show,1 Season
Gelo,TV-MA,Movie,118 min
Gemini,TV-PG,Movie,130 min
Ghayal,TV-14,Movie,163 min
Ghulam-E-Musthafa,TV-MA,Movie,161 min
Gol Maal,TV-PG,Movie,137 min
Golmaal: Fun Unlimited,TV-14,Movie,148 min
Gour Hari Dastaan: The Freedom File,TV-14,Movie,109 min
Grand Masti,TV-MA,Movie,93 min
Haapus,TV-14,Movie,138 min
Hamara Dil Aapke Paas Hai,TV-14,Movie,158 min
Haseena Maan Jaayegi,TV-PG,Movie,151 min
Hera Pheri,TV-14,Movie,156 min
Hide & Seek,TV-14,Movie,96 min
Hisss,TV-MA,Movie,97 min
History of Joy,TV-14,Movie,118 min
Hombanna,TV-14,Movie,126 min
Hope Aur Hum,TV-14,Movie,95 min
Horror Story,TV-14,Movie,85 min
Hridaynath,TV-14,Movie,103 min
Hum Saath-Saath Hain,TV-G,Movie,176 min
Humko Deewana Kar Gaye,TV-PG,Movie,149 min
I Am,TV-MA,Movie,106 min
Ideachi Kalpana,TV-14,Movie,124 min
Incomplete,TV-MA,Movie,119 min
INDIA,NR,Movie,95 min
Insan,TV-14,Movie,141 min
Iqbal,TV-Y7,Movie,127 min
Irada Pakka,TV-14,Movie,137 min
Ishqedarriyaan,TV-14,Movie,130 min
Issaq,TV-MA,Movie,140 min
Jaan-E-Mann: Let's Fall in Love... Again,TV-14,Movie,163 min
Jail,TV-14,Movie,132 min
Jal,TV-14,Movie,132 min
Jalpari: The Desert Mermaid,TV-14,Movie,94 min
Jhansi Ki Rani,TV-14,TV Show,1 Season
John & Jane,TV-14,Movie,79 min
John Day,TV-MA,Movie,125 min
Jora 10 Numbaria,TV-MA,Movie,135 min
Judwaa,TV-14,Movie,133 min
Kaabil,TV-14,Movie,139 min
Kaakan,TV-PG,Movie,132 min
Kaalia,TV-14,Movie,173 min
Kaaliyan,TV-PG,Movie,105 min
Kabali (Hindi Version),TV-MA,Movie,148 min
Kacche Dhaagey,TV-14,Movie,120 min
Kajraare,TV-14,Movie,113 min
Kalki,TV-14,Movie,41 min
Kanika,TV-14,Movie,110 min
Karzzzz,TV-14,Movie,137 min
Katha,TV-PG,Movie,140 min
Kaviyude Osyath,TV-14,Movie,116 min
Kay Dyache Bola,TV-14,Movie,133 min
Khalnayak,TV-14,Movie,170 min
Khan: No. 1 Crime Hunter,TV-14,TV Show,1 Season
Khelti Hai Zindagi Aankh Micholi,TV-14,TV Show,1 Season
Khosla Ka Ghosla,TV-14,Movie,124 min
Khotey Sikkey,TV-14,TV Show,1 Season
Khubsoorat,TV-PG,Movie,120 min
Khushi,TV-14,Movie,157 min
Kia and Cosmos,TV-14,Movie,124 min
Kis Kisko Pyaar Karoon,TV-PG,Movie,132 min
Koshish,TV-14,Movie,115 min
Krish Trish and Baltiboy: Face Your Fears,TV-Y7,Movie,65 min
Kuldip Patwal: I Didn't Do It!,TV-MA,Movie,126 min
Kung Fu Yoga,TV-PG,Movie,107 min
Kya Kehna,TV-PG,Movie,149 min
Kyun! Ho Gaya Na,TV-PG,Movie,165 min
Laal Rang,TV-14,Movie,143 min
Lalbaug Parel: Zali Mumbai Sonyachi,TV-MA,Movie,145 min
Lechmi,TV-MA,Movie,147 min
Lincoln,PG-13,Movie,150 min
Lorai: Play to Live,TV-14,Movie,155 min
Love Ni Bhavai,TV-14,Movie,163 min
Lucky: No Time for Love,TV-14,Movie,131 min
Lupt,TV-14,Movie,110 min
Ma Chu Ka,TV-14,Movie,117 min
Maacher Jhol,TV-PG,Movie,107 min
Macchli Jal Ki Rani Hai,TV-MA,Movie,118 min
Madaari,TV-14,Movie,134 min
Mahabharat,TV-14,Movie,119 min
Maharakshak Devi,TV-14,TV Show,1 Season
Maharakshak: Aryan,TV-14,TV Show,1 Season
Mahi Way,TV-14,TV Show,1 Season
Maine Pyaar Kyun Kiya,TV-14,Movie,137 min
Maine Pyar Kiya,TV-PG,Movie,192 min
Mala Kahich Problem Nahi,TV-PG,Movie,132 min
Mandi,TV-MA,Movie,155 min
Mandobasar Galpo,TV-14,Movie,103 min
Mantostaan,TV-MA,Movie,75 min
Mantra,TV-14,Movie,89 min
Maroon,TV-MA,Movie,94 min
Martyrs of Marriage,TV-14,Movie,83 min
Masoom,TV-14,Movie,138 min
Matichya Chuli,TV-14,Movie,132 min
Maza Pati Karodpati,TV-PG,Movie,132 min
Melle,TV-PG,Movie,110 min
Mi Shivajiraje Bhosale Boltoy,TV-14,Movie,148 min
Midnight Misadventures With Mallika Dua,TV-14,TV Show,1 Season
Minnaminugu the FireFly,TV-14,Movie,128 min
Mirzya,TV-MA,Movie,129 min
Moh Maya Money,TV-MA,Movie,109 min
Morya,TV-14,Movie,121 min
Motu Patlu: King of Kings,TV-Y7-FV,Movie,109 min
Mujhse Shaadi Karogi,TV-PG,Movie,158 min
My Brother ... Nikhil,TV-PG,Movie,116 min
Mythily Veendum Varunnu,TV-PG,Movie,88 min
Naga The Eternal Yogi,TV-PG,Movie,73 min
Namak Halaal,TV-14,Movie,171 min
Natsamrat - Asa Nat Hone Nahi,TV-14,Movie,165 min
Nibunan,TV-14,Movie,124 min
No Entry,TV-PG,Movie,161 min
Norm of the North: Keys to the Kingdom,TV-PG,Movie,92 min
Norm of the North: King Sized Adventure,TV-PG,Movie,90 min
On Yoga The Architecture of Peace,TV-14,Movie,92 min
Onaatah,TV-14,Movie,107 min
One Heart: The A.R. Rahman Concert Film,TV-G,Movie,87 min
One Night Stand,TV-MA,Movie,93 min
Oru Vishsheshapetta Biryani Kissa,TV-14,Movie,122 min
Ottaal,TV-PG,Movie,88 min
P Se PM Tak,TV-14,Movie,117 min
Paathi,TV-14,Movie,89 min
Papa the Great,TV-PG,Movie,137 min
Pardes,TV-14,Movie,187 min
Pareeth Pandaari,TV-PG,Movie,109 min
Patiala House,TV-PG,Movie,140 min
Paulettante Veedu,TV-14,Movie,104 min
Paying Guests,TV-14,Movie,114 min
Phir Se,TV-14,Movie,118 min
Phullu,TV-14,Movie,96 min
Pimpal,TV-PG,Movie,92 min
Pitaah,TV-MA,Movie,127 min
Powder,TV-14,TV Show,1 Season
Prague,TV-MA,Movie,106 min
Premachi Goshta,TV-14,Movie,127 min
Pukar,TV-14,Movie,165 min
Punjab 1984,TV-14,Movie,158 min
Pyaar Ka Punchnama,TV-14,Movie,149 min
Pyaar Tune Kya Kiya,TV-14,TV Show,3 Seasons
Radiopetti,TV-PG,Movie,83 min
Rahasya,TV-14,Movie,117 min
Raja Hindustani,TV-14,Movie,177 min
Rajnigandha,TV-PG,Movie,104 min
Ram Teri Ganga Maili,TV-14,Movie,178 min
Ramayan,TV-14,TV Show,1 Season
Ramji Londonwaley,TV-14,Movie,154 min
Ranbhool,TV-MA,Movie,115 min
Razia Sultan,TV-14,TV Show,1 Season
Ready,TV-PG,Movie,144 min
Red Oleanders Raktokarobi,TV-14,Movie,112 min
Revelations,NR,Movie,118 min
Ringan,TV-14,Movie,103 min
Rise of the Zombie,TV-MA,Movie,83 min
Rishta.com,TV-14,TV Show,1 Season
Rivaaz,TV-MA,Movie,107 min
Road to Sangam,TV-14,Movie,136 min
Romeo Ranjha,TV-14,Movie,122 min
Rukh,TV-MA,Movie,103 min
Run,TV-14,Movie,134 min
Rustom,TV-14,Movie,141 min
Saath Saath,TV-14,Movie,118 min
Sadma,TV-14,Movie,137 min
Saeed Mirza: The Leftist Sufi,TV-MA,Movie,61 min
Saheb Bibi Golaam,TV-MA,Movie,118 min
Sairat,TV-14,Movie,173 min
Sakhi,TV-PG,Movie,152 min
Samantaral,TV-MA,Movie,110 min
Samarppanam,TV-PG,Movie,116 min
Sanai Choughade,TV-14,Movie,122 min
Sangam,TV-14,Movie,228 min
Sardaarji 2,TV-PG,Movie,145 min
Sarivar Sari,TV-14,Movie,126 min
Sarvopari Palakkaran,TV-14,Movie,133 min
Sat Sri Akal,TV-14,Movie,141 min
Satrangi Re,TV-14,Movie,150 min
Satte Pe Satta,TV-14,Movie,153 min
Shahanpan Dega Deva,TV-14,Movie,115 min
Shakti: The Power,TV-MA,Movie,168 min
Shanghai,TV-14,Movie,109 min
Shararat,TV-PG,Movie,148 min
Shaurya: It Takes Courage to Make Right... Right,TV-14,Movie,135 min
Shiva,TV-MA,Movie,168 min
Shorgul,TV-14,Movie,122 min
Shuddhi,TV-14,Movie,115 min
Siddhant,TV-G,Movie,105 min
Singh Saab the Great,TV-14,Movie,143 min
Socha Na Tha,TV-14,Movie,137 min
Sthaniya Sambaad,TV-14,Movie,106 min
Story of an Egg,TV-PG,Movie,132 min
Sudani from Nigeria,TV-14,Movie,115 min
Sunrise,TV-MA,Movie,85 min
Super Bheem,TV-Y,TV Show,1 Season
Super Bheem Bana Vajraveer,TV-Y7,Movie,63 min
Super Nani,TV-PG,Movie,127 min
Swami,TV-PG,Movie,123 min
Taal,TV-PG,Movie,177 min
Tahaan,TV-14,Movie,95 min
Tamanchey,TV-MA,Movie,111 min
Teen Patti,TV-PG,Movie,137 min
Tees Maar Khan,TV-PG,Movie,125 min
Teshan,TV-PG,Movie,133 min
Tezz,TV-MA,Movie,121 min
Th Eena Meena Deeka Chase Comedy Show,TV-Y7,TV Show,1 Season
Thackeray,TV-MA,TV Show,1 Season
The Breadwinner,PG-13,Movie,93 min
The Calling,TV-MA,TV Show,1 Season
The Damned Rain,TV-14,Movie,99 min
The Dark Side of Life: Mumbai City,TV-MA,Movie,121 min
The Foreigner,R,Movie,113 min
The Golden Years with Javed Akhtar,TV-G,TV Show,1 Season
The Great Gambler,TV-14,Movie,161 min
The House That Made Me,TV-PG,TV Show,3 Seasons
The Human Factor: The Untold Story of the Bombay Film Orchestras,TV-PG,Movie,53 min
The Hundred-Foot Journey,PG,Movie,123 min
The Jungle Book,TV-Y7,TV Show,1 Season
The Legend of Michael Mishra,TV-14,Movie,118 min
The Plan,TV-MA,Movie,124 min
The Rat Race,TV-PG,Movie,52 min
The Shaukeens,TV-MA,Movie,123 min
Theeram,TV-14,Movie,104 min
Thithi,TV-MA,Movie,123 min
Tikli and Laxmi Bomb,TV-MA,Movie,151 min
Time Please,TV-14,Movie,125 min
Tope: The Bait,TV-14,Movie,87 min
Traffic Signal,TV-MA,Movie,130 min
"Trikal (Past, Present, Future)",TV-14,Movie,134 min
Trimurti,TV-PG,Movie,173 min
Trip to Bhangarh: Asia's Most Haunted Place,TV-MA,Movie,113 min
Tucker and Dale vs. Evil,R,Movie,89 min
Tukaram,TV-PG,Movie,162 min
"Twisted Trunk, Big Fat Body",TV-14,Movie,89 min
Ugly,NR,Movie,125 min
Union Leader,TV-14,Movie,105 min
Urvi,TV-MA,Movie,121 min
Veerappan,TV-14,Movie,117 min
Veerey Ki Wedding,TV-14,Movie,130 min
Viceroy's House,NR,Movie,106 min
Viswasapoorvam Mansoor,TV-14,Movie,125 min
Vitti Dandu,TV-14,Movie,116 min
Vodka Diaries,TV-14,Movie,113 min
Waarrior Savitri,TV-14,Movie,120 min
Waiting,TV-MA,Movie,94 min
War Chhod Na Yaar,TV-14,Movie,109 min
War Horse,PG-13,Movie,147 min
Waterschool,TV-G,Movie,68 min
Welcome 2 Karachi,TV-MA,Movie,124 min
When Hari Got Married,NR,Movie,75 min
Why Knot,TV-MA,Movie,84 min
Wrong Side Raju,TV-MA,Movie,140 min
Y.M.I.: Yeh Mera India,TV-MA,Movie,137 min
Yaadein,TV-14,Movie,171 min
Yaara O Dildaara,TV-14,Movie,132 min
Yamla Pagla Deewana 2,TV-14,Movie,147 min
Yanda Kartavya Aahe,TV-PG,Movie,151 min
Yeh Meri Family,TV-PG,TV Show,1 Season
Zed Plus,TV-MA,Movie,131 min
Zenda,TV-14,Movie,120 min
Zubaan,TV-14,Movie,111 min
